sourceName,region,system,side,signal,detail,triangles
Lateral head of flexor hallucis brevis.o1r,ankle-foot,insertion,r,parent,Lateral head of flexor hallucis brevis.r,21
Lateral head of flexor hallucis brevis.ol,ankle-foot,insertion,l,parent,Lateral head of flexor hallucis brevis.l,98
Lateral head of flexor hallucis brevis.or,ankle-foot,insertion,r,parent,Lateral head of flexor hallucis brevis.r,98
Long plantar ligament.o1l,ankle-foot,insertion,l,parent,Long plantar ligament.l,37
Long plantar ligament.o1r,ankle-foot,insertion,r,parent,Long plantar ligament.r,37
Long plantar ligament.o2l,ankle-foot,insertion,l,parent,Long plantar ligament.l,26
Long plantar ligament.o2r,ankle-foot,insertion,r,parent,Long plantar ligament.r,26
Long plantar ligament.o3l,ankle-foot,insertion,l,parent,Long plantar ligament.l,8
Long plantar ligament.o3r,ankle-foot,insertion,r,parent,Long plantar ligament.r,8
Long plantar ligament.o4l,ankle-foot,insertion,l,parent,Long plantar ligament.l,24
Long plantar ligament.o4r,ankle-foot,insertion,r,parent,Long plantar ligament.r,24
Long plantar ligament.ol,ankle-foot,insertion,l,parent,Long plantar ligament.l,52
Long plantar ligament.or,ankle-foot,insertion,r,parent,Long plantar ligament.r,52
Medial head of flexor hallucis brevis.el,ankle-foot,insertion,l,parent,Medial head of flexor hallucis brevis.l,17
Medial head of flexor hallucis brevis.er,ankle-foot,insertion,r,parent,Medial head of flexor hallucis brevis.r,17
Oblique head of adductor hallucis.el,ankle-foot,insertion,l,parent,Oblique head of adductor hallucis.l,17
Oblique head of adductor hallucis.er,ankle-foot,insertion,r,parent,Oblique head of adductor hallucis.r,17
Oblique head of adductor hallucis.o1l,ankle-foot,insertion,l,parent,Oblique head of adductor hallucis.l,76
Oblique head of adductor hallucis.o1r,ankle-foot,insertion,r,parent,Oblique head of adductor hallucis.r,76
Oblique head of adductor hallucis.ol,ankle-foot,insertion,l,parent,Oblique head of adductor hallucis.l,31
Oblique head of adductor hallucis.or,ankle-foot,insertion,r,parent,Oblique head of adductor hallucis.r,31
Plantar interossei muscles.e1l,ankle-foot,insertion,l,parent,Plantar interossei muscles.l,18
Plantar interossei muscles.e2l,ankle-foot,insertion,l,parent,Plantar interossei muscles.l,15
Plantar interossei muscles.el,ankle-foot,insertion,l,parent,Plantar interossei muscles.l,15
Plantar interossei muscles.o1l,ankle-foot,insertion,l,parent,Plantar interossei muscles.l,27
Plantar interossei muscles.o2l,ankle-foot,insertion,l,parent,Plantar interossei muscles.l,42
Plantar interossei muscles.ol,ankle-foot,insertion,l,parent,Plantar interossei muscles.l,25
Plantaris muscle.ol,ankle-foot,insertion,l,parent,Plantaris muscle.l,38
Plantaris muscle.or,ankle-foot,insertion,r,parent,Plantaris muscle.r,38
Soleus muscle.o1l,ankle-foot,insertion,l,parent,Soleus muscle.l,60
Soleus muscle.o1r,ankle-foot,insertion,r,parent,Soleus muscle.r,60
Soleus muscle.ol,ankle-foot,insertion,l,parent,Soleus muscle.l,50
Soleus muscle.or,ankle-foot,insertion,r,parent,Soleus muscle.r,50
Tibialis anterior muscle.e1l,ankle-foot,insertion,l,parent,Tibialis anterior muscle.l,33
Tibialis anterior muscle.e1r,ankle-foot,insertion,r,parent,Tibialis anterior muscle.r,33
Tibialis anterior muscle.el,ankle-foot,insertion,l,parent,Tibialis anterior muscle.l,86
Tibialis anterior muscle.er,ankle-foot,insertion,r,parent,Tibialis anterior muscle.r,86
Tibialis anterior muscle.ol,ankle-foot,insertion,l,parent,Tibialis anterior muscle.l,380
Tibialis anterior muscle.or,ankle-foot,insertion,r,parent,Tibialis anterior muscle.r,380
Tibialis posterior muscle.ol,ankle-foot,insertion,l,parent,Tibialis posterior muscle.l,675
Tibialis posterior muscle.or,ankle-foot,insertion,r,parent,Tibialis posterior muscle.r,675
Transverse head of adductor hallucis.e1l,ankle-foot,insertion,l,parent,Transverse head of adductor hallucis.l,12
Transverse head of adductor hallucis.e1r,ankle-foot,insertion,r,parent,Transverse head of adductor hallucis.r,12
Transverse head of adductor hallucis.e2l,ankle-foot,insertion,l,parent,Transverse head of adductor hallucis.l,69
Transverse head of adductor hallucis.e2r,ankle-foot,insertion,r,parent,Transverse head of adductor hallucis.r,69
Transverse head of adductor hallucis.e3l,ankle-foot,insertion,l,parent,Transverse head of adductor hallucis.l,34
Transverse head of adductor hallucis.e3r,ankle-foot,insertion,r,parent,Transverse head of adductor hallucis.r,34
Transverse head of adductor hallucis.ol,ankle-foot,insertion,l,parent,Transverse head of adductor hallucis.l,6
Transverse head of adductor hallucis.or,ankle-foot,insertion,r,parent,Transverse head of adductor hallucis.r,6
Triceps surae muscle.el,ankle-foot,insertion,l,centroid,z=0.040 |x|=0.069 y=+0.086,61
Triceps surae muscle.er,ankle-foot,insertion,r,centroid,z=0.040 |x|=0.069 y=+0.086,61
(Opponens digiti minimi muscle of foot).l,ankle-foot,muscular,l,hierarchy,Muscles of foot,236
(Opponens digiti minimi muscle of foot).r,ankle-foot,muscular,r,hierarchy,Muscles of foot,236
Abductor digiti minimi of foot.l,ankle-foot,muscular,l,hierarchy,Muscles of foot,1280
Abductor digiti minimi of foot.r,ankle-foot,muscular,r,hierarchy,Muscles of foot,1280
Abductor hallucis.l,ankle-foot,muscular,l,hierarchy,Muscles of foot,1688
Abductor hallucis.r,ankle-foot,muscular,r,hierarchy,Muscles of foot,1688
Anterior intermuscular septum of leg.l,ankle-foot,muscular,l,centroid,z=0.259 |x|=0.112 y=+0.036,208
Anterior intermuscular septum of leg.r,ankle-foot,muscular,r,centroid,z=0.259 |x|=0.112 y=+0.036,208
Calcaneal tendon.l,ankle-foot,muscular,l,hierarchy,Posterior compartment of leg,4377
Calcaneal tendon.r,ankle-foot,muscular,r,hierarchy,Posterior compartment of leg,4377
Common tendon sheath of fibularis muscles.l,ankle-foot,muscular,l,centroid,z=0.062 |x|=0.097 y=+0.052,384
Common tendon sheath of fibularis muscles.r,ankle-foot,muscular,r,centroid,z=0.062 |x|=0.097 y=+0.052,384
Crural fascia.l,ankle-foot,muscular,l,centroid,z=0.228 |x|=0.086 y=-0.015,10875
Crural fascia.r,ankle-foot,muscular,r,centroid,z=0.228 |x|=0.086 y=-0.015,10875
Dorsal interossei muscles of foot.l,ankle-foot,muscular,l,hierarchy,Muscles of foot,1946
Dorsal interossei muscles of foot.r,ankle-foot,muscular,r,hierarchy,Muscles of foot,1946
Extensor digitorum brevis.l,ankle-foot,muscular,l,hierarchy,Muscles of foot,3184
Extensor digitorum brevis.r,ankle-foot,muscular,r,hierarchy,Muscles of foot,3184
Extensor digitorum longus.l,ankle-foot,muscular,l,hierarchy,Anterior compartment of leg,3176
Extensor digitorum longus.r,ankle-foot,muscular,r,hierarchy,Anterior compartment of leg,3176
Extensor hallucis brevis.l,ankle-foot,muscular,l,hierarchy,Muscles of foot,1118
Extensor hallucis brevis.r,ankle-foot,muscular,r,hierarchy,Muscles of foot,1118
Extensor hallucis longus.l,ankle-foot,muscular,l,hierarchy,Anterior compartment of leg,2362
Extensor hallucis longus.r,ankle-foot,muscular,r,hierarchy,Anterior compartment of leg,2362
Fibularis brevis muscle.l,ankle-foot,muscular,l,hierarchy,Lateral compartment of leg,3446
Fibularis brevis muscle.r,ankle-foot,muscular,r,hierarchy,Lateral compartment of leg,3446
Fibularis longus muscle.l,ankle-foot,muscular,l,hierarchy,Lateral compartment of leg,5522
Fibularis longus muscle.r,ankle-foot,muscular,r,hierarchy,Lateral compartment of leg,5522
Fibularis tertius muscle.l,ankle-foot,muscular,l,hierarchy,Anterior compartment of leg,586
Fibularis tertius muscle.r,ankle-foot,muscular,r,hierarchy,Anterior compartment of leg,586
Flexor digiti minimi of foot.l,ankle-foot,muscular,l,hierarchy,Muscles of foot,464
Flexor digiti minimi of foot.r,ankle-foot,muscular,r,hierarchy,Muscles of foot,464
Flexor digitorum brevis.l,ankle-foot,muscular,l,hierarchy,Muscles of foot,3224
Flexor digitorum brevis.r,ankle-foot,muscular,r,hierarchy,Muscles of foot,3224
Flexor digitorum longus.l,ankle-foot,muscular,l,hierarchy,Posterior compartment of leg,6836
Flexor digitorum longus.r,ankle-foot,muscular,r,hierarchy,Posterior compartment of leg,6836
Flexor hallucis longus.l,ankle-foot,muscular,l,hierarchy,Posterior compartment of leg,5878
Flexor hallucis longus.r,ankle-foot,muscular,r,hierarchy,Posterior compartment of leg,5878
Flexor retinaculum of ankle.l,ankle-foot,muscular,l,centroid,z=0.053 |x|=0.054 y=+0.057,298
Flexor retinaculum of ankle.r,ankle-foot,muscular,r,centroid,z=0.053 |x|=0.054 y=+0.057,298
Inferior extensor retinaculum of ankle.l,ankle-foot,muscular,l,centroid,z=0.092 |x|=0.080 y=+0.025,119
Inferior extensor retinaculum of ankle.r,ankle-foot,muscular,r,centroid,z=0.092 |x|=0.080 y=+0.025,119
Inferior fibular retinaculum.l,ankle-foot,muscular,l,centroid,z=0.049 |x|=0.106 y=-0.004,35
Inferior fibular retinaculum.r,ankle-foot,muscular,r,centroid,z=0.049 |x|=0.106 y=-0.004,35
Lateral head of flexor hallucis brevis.l,ankle-foot,muscular,l,hierarchy,Muscles of foot,966
Lateral head of flexor hallucis brevis.r,ankle-foot,muscular,r,hierarchy,Muscles of foot,966
Lumbrical muscles of foot.l,ankle-foot,muscular,l,hierarchy,Muscles of foot,418
Lumbrical muscles of foot.r,ankle-foot,muscular,r,hierarchy,Muscles of foot,418
Medial head of flexor hallucis brevis.l,ankle-foot,muscular,l,hierarchy,Muscles of foot,514
Medial head of flexor hallucis brevis.r,ankle-foot,muscular,r,hierarchy,Muscles of foot,514
Oblique head of adductor hallucis.l,ankle-foot,muscular,l,hierarchy,Muscles of foot,904
Oblique head of adductor hallucis.r,ankle-foot,muscular,r,hierarchy,Muscles of foot,904
Plantar aponeurosis.l,ankle-foot,muscular,l,centroid,z=0.016 |x|=0.095 y=-0.002,406
Plantar aponeurosis.r,ankle-foot,muscular,r,centroid,z=0.016 |x|=0.095 y=-0.002,406
Plantar interossei muscles.l,ankle-foot,muscular,l,hierarchy,Muscles of foot,1242
Plantar interossei muscles.r,ankle-foot,muscular,r,hierarchy,Muscles of foot,1242
Plantar tendon sheath of fibularis longus muscle.l,ankle-foot,muscular,l,centroid,z=0.032 |x|=0.099 y=+0.010,160
Plantar tendon sheath of fibularis longus muscle.r,ankle-foot,muscular,r,centroid,z=0.032 |x|=0.099 y=+0.010,160
Plantaris muscle.l,ankle-foot,muscular,l,hierarchy,Posterior compartment of leg,4698
Plantaris muscle.r,ankle-foot,muscular,r,hierarchy,Posterior compartment of leg,4698
Posterior intermuscular septum of leg.l,ankle-foot,muscular,l,centroid,z=0.245 |x|=0.113 y=+0.059,265
Posterior intermuscular septum of leg.r,ankle-foot,muscular,r,centroid,z=0.245 |x|=0.113 y=+0.059,265
Quadratus plantae muscle.l,ankle-foot,muscular,l,hierarchy,Muscles of foot,1176
Quadratus plantae muscle.r,ankle-foot,muscular,r,hierarchy,Muscles of foot,1176
Soleus muscle.l,ankle-foot,muscular,l,hierarchy,Posterior compartment of leg,6774
Soleus muscle.r,ankle-foot,muscular,r,hierarchy,Posterior compartment of leg,6774
Subcutaneous bursa of lateral malleolus.l,ankle-foot,muscular,l,centroid,z=0.070 |x|=0.108 y=+0.050,60
Subcutaneous bursa of lateral malleolus.r,ankle-foot,muscular,r,centroid,z=0.070 |x|=0.108 y=+0.050,60
Subcutaneous bursa of medial malleolus.l,ankle-foot,muscular,l,centroid,z=0.090 |x|=0.049 y=+0.036,60
Subcutaneous bursa of medial malleolus.r,ankle-foot,muscular,r,centroid,z=0.090 |x|=0.049 y=+0.036,60
Subcutaneous calcaneal bursa.l,ankle-foot,muscular,l,centroid,z=0.043 |x|=0.069 y=+0.089,48
Subcutaneous calcaneal bursa.r,ankle-foot,muscular,r,centroid,z=0.043 |x|=0.069 y=+0.089,48
Subtendinous bursa of tibialis anterior.l,ankle-foot,muscular,l,centroid,z=0.054 |x|=0.062 y=-0.019,64
Subtendinous bursa of tibialis anterior.r,ankle-foot,muscular,r,centroid,z=0.054 |x|=0.062 y=-0.019,64
Subtendinous calcaneal bursa.l,ankle-foot,muscular,l,centroid,z=0.066 |x|=0.075 y=+0.076,136
Subtendinous calcaneal bursa.r,ankle-foot,muscular,r,centroid,z=0.066 |x|=0.075 y=+0.076,136
Superficial transverse metatarsal ligament.l,ankle-foot,muscular,l,centroid,z=0.009 |x|=0.101 y=-0.064,99
Superficial transverse metatarsal ligament.r,ankle-foot,muscular,r,centroid,z=0.009 |x|=0.101 y=-0.064,99
Superior extensor retinaculum of ankle.l,ankle-foot,muscular,l,centroid,z=0.126 |x|=0.087 y=+0.030,97
Superior extensor retinaculum of ankle.r,ankle-foot,muscular,r,centroid,z=0.126 |x|=0.087 y=+0.030,97
Superior fibular retinaculum.l,ankle-foot,muscular,l,centroid,z=0.066 |x|=0.080 y=+0.022,254
Superior fibular retinaculum.r,ankle-foot,muscular,r,centroid,z=0.066 |x|=0.080 y=+0.022,254
Tendon of extensor digitorum longus.l,ankle-foot,muscular,l,hierarchy,Anterior compartment of leg,5184
Tendon of extensor digitorum longus.r,ankle-foot,muscular,r,hierarchy,Anterior compartment of leg,5184
Tendon sheath of extensor digitorum longus.l,ankle-foot,muscular,l,centroid,z=0.105 |x|=0.094 y=+0.014,128
Tendon sheath of extensor digitorum longus.r,ankle-foot,muscular,r,centroid,z=0.105 |x|=0.094 y=+0.014,128
Tendon sheath of flexor digitorum longus.l,ankle-foot,muscular,l,centroid,z=0.066 |x|=0.059 y=+0.048,256
Tendon sheath of flexor digitorum longus.r,ankle-foot,muscular,r,centroid,z=0.066 |x|=0.059 y=+0.048,256
Tendon sheath of flexor hallucis longus.l,ankle-foot,muscular,l,centroid,z=0.069 |x|=0.068 y=+0.051,432
Tendon sheath of flexor hallucis longus.r,ankle-foot,muscular,r,centroid,z=0.069 |x|=0.068 y=+0.051,432
Tendon sheath of tibialis anterior.l,ankle-foot,muscular,l,centroid,z=0.108 |x|=0.076 y=+0.013,240
Tendon sheath of tibialis anterior.r,ankle-foot,muscular,r,centroid,z=0.108 |x|=0.076 y=+0.013,240
Tendon sheath of tibialis posterior muscle.l,ankle-foot,muscular,l,centroid,z=0.077 |x|=0.057 y=+0.044,286
Tendon sheath of tibialis posterior muscle.r,ankle-foot,muscular,r,centroid,z=0.077 |x|=0.057 y=+0.044,286
Tibialis anterior muscle.l,ankle-foot,muscular,l,hierarchy,Anterior compartment of leg,3526
Tibialis anterior muscle.r,ankle-foot,muscular,r,hierarchy,Anterior compartment of leg,3526
Tibialis posterior muscle.l,ankle-foot,muscular,l,hierarchy,Posterior compartment of leg,5526
Tibialis posterior muscle.r,ankle-foot,muscular,r,hierarchy,Posterior compartment of leg,5526
Transverse head of adductor hallucis.l,ankle-foot,muscular,l,hierarchy,Muscles of foot,366
Transverse head of adductor hallucis.r,ankle-foot,muscular,r,hierarchy,Muscles of foot,366
Transverse intermuscular septum of leg.l,ankle-foot,muscular,l,centroid,z=0.256 |x|=0.082 y=+0.050,495
Transverse intermuscular septum of leg.r,ankle-foot,muscular,r,centroid,z=0.256 |x|=0.082 y=+0.050,495
Calcaneus.l,ankle-foot,skeletal,l,hierarchy,division:Foot,1448
Calcaneus.r,ankle-foot,skeletal,r,hierarchy,division:Foot,1448
Cuboid bone.l,ankle-foot,skeletal,l,hierarchy,division:Foot,998
Cuboid bone.r,ankle-foot,skeletal,r,hierarchy,division:Foot,998
Distal phalanx of fifth finger of foot.l,ankle-foot,skeletal,l,hierarchy,division:Foot,236
Distal phalanx of fifth finger of foot.r,ankle-foot,skeletal,r,hierarchy,division:Foot,236
Distal phalanx of first finger of foot.l,ankle-foot,skeletal,l,hierarchy,division:Foot,466
Distal phalanx of first finger of foot.r,ankle-foot,skeletal,r,hierarchy,division:Foot,466
Distal phalanx of fourth finger of foot.l,ankle-foot,skeletal,l,hierarchy,division:Foot,278
Distal phalanx of fourth finger of foot.r,ankle-foot,skeletal,r,hierarchy,division:Foot,278
Distal phalanx of second finger of foot.l,ankle-foot,skeletal,l,hierarchy,division:Foot,236
Distal phalanx of second finger of foot.r,ankle-foot,skeletal,r,hierarchy,division:Foot,236
Distal phalanx of third finger of foot.l,ankle-foot,skeletal,l,hierarchy,division:Foot,318
Distal phalanx of third finger of foot.r,ankle-foot,skeletal,r,hierarchy,division:Foot,318
Fifth metatarsal bone.l,ankle-foot,skeletal,l,hierarchy,division:Foot,894
Fifth metatarsal bone.r,ankle-foot,skeletal,r,hierarchy,division:Foot,894
First metatarsal bone.l,ankle-foot,skeletal,l,hierarchy,division:Foot,1088
First metatarsal bone.r,ankle-foot,skeletal,r,hierarchy,division:Foot,1088
Fourth metatarsal bone.l,ankle-foot,skeletal,l,hierarchy,division:Foot,834
Fourth metatarsal bone.r,ankle-foot,skeletal,r,hierarchy,division:Foot,834
Intermediate cuneiform bone.l,ankle-foot,skeletal,l,hierarchy,division:Foot,444
Intermediate cuneiform bone.r,ankle-foot,skeletal,r,hierarchy,division:Foot,444
Lateral cuneiform bone.l,ankle-foot,skeletal,l,hierarchy,division:Foot,638
Lateral cuneiform bone.r,ankle-foot,skeletal,r,hierarchy,division:Foot,638
Medial cuneiform bone.l,ankle-foot,skeletal,l,hierarchy,division:Foot,992
Medial cuneiform bone.r,ankle-foot,skeletal,r,hierarchy,division:Foot,992
Middle phalanx of fifth finger of foot.l,ankle-foot,skeletal,l,hierarchy,division:Foot,216
Middle phalanx of fifth finger of foot.r,ankle-foot,skeletal,r,hierarchy,division:Foot,216
Middle phalanx of fourth finger of foot.l,ankle-foot,skeletal,l,hierarchy,division:Foot,448
Middle phalanx of fourth finger of foot.r,ankle-foot,skeletal,r,hierarchy,division:Foot,448
Middle phalanx of second finger of foot.l,ankle-foot,skeletal,l,hierarchy,division:Foot,382
Middle phalanx of second finger of foot.r,ankle-foot,skeletal,r,hierarchy,division:Foot,382
Middle phalanx of third finger of foot.l,ankle-foot,skeletal,l,hierarchy,division:Foot,400
Middle phalanx of third finger of foot.r,ankle-foot,skeletal,r,hierarchy,division:Foot,400
Navicular bone.l,ankle-foot,skeletal,l,hierarchy,division:Foot,732
Navicular bone.r,ankle-foot,skeletal,r,hierarchy,division:Foot,732
Proximal phalanx of fifth finger of foot.l,ankle-foot,skeletal,l,hierarchy,division:Foot,516
Proximal phalanx of fifth finger of foot.r,ankle-foot,skeletal,r,hierarchy,division:Foot,516
Proximal phalanx of first finger of foot.l,ankle-foot,skeletal,l,hierarchy,division:Foot,532
Proximal phalanx of first finger of foot.r,ankle-foot,skeletal,r,hierarchy,division:Foot,532
Proximal phalanx of fourth finger of foot.l,ankle-foot,skeletal,l,hierarchy,division:Foot,460
Proximal phalanx of fourth finger of foot.r,ankle-foot,skeletal,r,hierarchy,division:Foot,460
Proximal phalanx of second finger of foot.l,ankle-foot,skeletal,l,hierarchy,division:Foot,426
Proximal phalanx of second finger of foot.r,ankle-foot,skeletal,r,hierarchy,division:Foot,426
Proximal phalanx of third finger of foot.l,ankle-foot,skeletal,l,hierarchy,division:Foot,460
Proximal phalanx of third finger of foot.r,ankle-foot,skeletal,r,hierarchy,division:Foot,460
